prime_recipient,sub_recipient,address,county,number,type,sub_amount,spent,tbs
"JEFFERSON COUNTY, ALABAMA",C SPIRE,PO BOX 830674 Birmingham AL 35283-0674,AL-JEFFERSON,,DIRECT,119630.22,119630.22,0
"JEFFERSON COUNTY, ALABAMA",CAHABA VALLEY FIRE AND EMR DISTRICT,5487 Highway 280 Birmingham AL 35242-6512,AL-SHELBY,20210328,GRANT,54306.47005,54306.47,0
"JEFFERSON COUNTY, ALABAMA",CARDIAC SOLUTIONS,2013 Springhill Ct Birmingham AL 35242-1402,AL-SHELBY,,DIRECT,749800,749800,0
"JEFFERSON COUNTY, ALABAMA",CENTER POINT FIRE DISTRICT,PO BOX 9651 Birmingham AL 35220-0651,AL-JEFFERSON,20210211,GRANT,425838.82,425838.82,0
"JEFFERSON COUNTY, ALABAMA",CHARM TEX,716 Richard Arrington Jr Blvd N SUITE 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2005520,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",CHARM TEX,1618 Coney Island Ave Brooklyn NY 11230-4753,NY-KINGS,,DIRECT,369319.4,369319.4,0
"JEFFERSON COUNTY, ALABAMA",CHRIST HEALTH CENTER,5720 1st Ave S Birmingham AL 35212-2522,AL-JEFFERSON,20210316,GRANT,98576.53,98576.53,0
"JEFFERSON COUNTY, ALABAMA",CHRISTIAN SERVICE MISSION,3600 3rd Ave S Birmingham AL 35222-1819,AL-JEFFERSON,20210183,GRANT,500000,500000,0
"JEFFERSON COUNTY, ALABAMA",CINTAS CORPORATION NO 2,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,2005457,CONTRACT,252481.32,252481.32,0
"JEFFERSON COUNTY, ALABAMA",CINTAS CORPORATION NO 2,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,2005437,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",CINTAS CORPORATION NO 2,5970 Greenwood Pkwy Bessemer AL 35022-5649,AL-JEFFERSON,,DIRECT,1072470.09,1072470.09,0
"JEFFERSON COUNTY, ALABAMA",CITY OF ADAMSVILLE,PO BOX 309 Adamsville AL 35005-0309,AL-JEFFERSON,20210260,GRANT,209083,209083,0
"JEFFERSON COUNTY, ALABAMA",CITY OF BESSEMER,1800 3rd Ave N Bessemer AL 35020-4906,AL-JEFFERSON,20210221,GRANT,1163296,1163296,0
"JEFFERSON COUNTY, ALABAMA",CITY OF BIRMINGHAM,710 20th St N Birmingham AL 35203-2216,AL-JEFFERSON,20200490,GRANT,9029329,9029329,0
"JEFFERSON COUNTY, ALABAMA",CITY OF BRIGHTON,3700 Main St Brighton AL 35020-2337,AL-JEFFERSON,20210265,GRANT,144325,144325,0
"JEFFERSON COUNTY, ALABAMA",CITY OF CENTER POINT,PO BOX 9847 Birmingham AL 35220-0847,AL-JEFFERSON,20210235,GRANT,500199.77,500199.77,0
"JEFFERSON COUNTY, ALABAMA",CITY OF CLAY,PO BOX 345 Clay AL 35048-0345,AL-JEFFERSON,20200486,GRANT,449186.21,449186.21,0
"JEFFERSON COUNTY, ALABAMA",CITY OF FAIRFIELD,PO BOX 437 Fairfield AL 35064-0437,AL-JEFFERSON,20210225,GRANT,479424,479424,0
"JEFFERSON COUNTY, ALABAMA",CITY OF FULTONDALE,PO BOX 699 Fultondale AL 35068-0699,AL-JEFFERSON,20200491,GRANT,424212,424212,0
"JEFFERSON COUNTY, ALABAMA",CITY OF GARDENDALE,PO BOX 889 Gardendale AL 35071-0889,AL-JEFFERSON,20200485,GRANT,634611,634611,0
"JEFFERSON COUNTY, ALABAMA",CITY OF GRAYSVILLE,PO BOX 130 Graysville AL 35073-0130,AL-JEFFERSON,20200493,GRANT,114956,114956,0
"JEFFERSON COUNTY, ALABAMA",CITY OF HOMEWOOD,2850 19th St S Birmingham AL 35209-2700,AL-JEFFERSON,20210245,GRANT,1116211,1116211,0
"JEFFERSON COUNTY, ALABAMA",CITY OF HOOVER - FINANCE DEPT,PO BOX 360628 Birmingham AL 35236-0628,AL-JEFFERSON,20200494,GRANT,3713024,3713024,0
"JEFFERSON COUNTY, ALABAMA",CITY OF HUEYTOWN,1318 Hueytown Rd Bessemer AL 35023-2415,AL-JEFFERSON,20210186,GRANT,683846,683846,0
"JEFFERSON COUNTY, ALABAMA",CITY OF IRONDALE,101 20th St S Irondale AL 35210-1528,AL-JEFFERSON,20210179,GRANT,579398.47,579398.47,0
"JEFFERSON COUNTY, ALABAMA",CITY OF LEEDS,1400 9th St Leeds AL 35094-2207,AL-JEFFERSON,20210224,GRANT,542720,542720,0
"JEFFERSON COUNTY, ALABAMA",CITY OF LIPSCOMB,5512 Avenue H Bessemer AL 35020-2956,AL-JEFFERSON,20200492,GRANT,116977,116977,0
"JEFFERSON COUNTY, ALABAMA",CITY OF MIDFIELD,725 Bessemer Rd Birmingham AL 35228-1703,AL-JEFFERSON,20200481,GRANT,240086,240086,0
"JEFFERSON COUNTY, ALABAMA",CITY OF MOUNTAIN BROOK,PO BOX 130009 Birmingham AL 35213-0009,AL-JEFFERSON,20200479,GRANT,897771,897771,0
"JEFFERSON COUNTY, ALABAMA",CITY OF MULGA,505 Mulga Loop Rd Mulga AL 35118-9569,AL-JEFFERSON,20210230,GRANT,59830,59830,0
"JEFFERSON COUNTY, ALABAMA",CITY OF PINSON,PO BOX 1599 Pinson AL 35126-1599,AL-JEFFERSON,20210264,GRANT,330558,330558,0
"JEFFERSON COUNTY, ALABAMA",CITY OF PLEASANT GROVE,501 Park Rd Pleasant Grove AL 35127-1625,AL-JEFFERSON,20200483,GRANT,437972,437972,0
"JEFFERSON COUNTY, ALABAMA",CITY OF TARRANT,1604 Pinson Valley Pkwy Birmingham AL 35217-2349,AL-JEFFERSON,20210119,GRANT,287687,287687,0
"JEFFERSON COUNTY, ALABAMA",CITY OF TRUSSVILLE,PO BOX 159 Trussville AL 35173-0159,AL-JEFFERSON,20210208,GRANT,998305,998305,0
"JEFFERSON COUNTY, ALABAMA",CITY OF VESTAVIA HILLS,1032 Montgomery Hwy Vestavia Hills AL 35216-2806,AL-JEFFERSON,20200480,GRANT,1504759,1504759,0
"JEFFERSON COUNTY, ALABAMA",CITY OF WARRIOR,215 Main St N Warrior AL 35180-1346,AL-JEFFERSON,20210273,GRANT,163030,163030,0
"JEFFERSON COUNTY, ALABAMA",COMMUNITY FOOD BANK OF CENTRAL AL,107 Walter Davis Dr Birmingham AL 35209-2803,AL-JEFFERSON,20210215,GRANT,1200000,1200000,0
"JEFFERSON COUNTY, ALABAMA",COMMUNITY FOUNDATION OF GREATER BIRMINGHAM,2100 1st Ave N SUITE 700 Birmingham AL 35203-4213,AL-JEFFERSON,20210114,GRANT,112100,112100,0
"JEFFERSON COUNTY, ALABAMA",CONCORD FIRE DISTRICT,6798 Warrior River Rd Bessemer AL 35023-8001,AL-JEFFERSON,20210121,GRANT,258612.94,258612.94,0
"JEFFERSON COUNTY, ALABAMA",COOPER GREEN MERCYS SERVICES HEALTH,1515 6th Ave S Birmingham AL 35233-1601,AL-JEFFERSON,20210251,GRANT,5957220.04,5957220.04,0
"JEFFERSON COUNTY, ALABAMA",COOPERATIVE DOWNTOWN,PO BOX 11722 Birmingham AL 35202-1722,AL-JEFFERSON,20210325,GRANT,59636.36,59636.36,0
"JEFFERSON COUNTY, ALABAMA",DELL MARKETING L.P.,716 Richard Arrington Jr Blvd N SUITE 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2005791,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",DELL MARKETING L.P.,1 Dell Way Round Rock TX 78682-7000,TX-WILLIAMSON,,DIRECT,435499.48,435499.48,0
"JEFFERSON COUNTY, ALABAMA",DONOHOO CHEVROLET LLC,1000 Greenhill Blvd NW Fort Payne AL 35967-8375,AL-DEKALB,,DIRECT,1589192.2,1589192.2,0
"JEFFERSON COUNTY, ALABAMA",EASTERN VALLEY FIRE DISTRICT,823 Eastern Valley Rd Bessemer AL 35020-8218,AL-JEFFERSON,20210278,GRANT,54306.47005,54306.47,0
"JEFFERSON COUNTY, ALABAMA",FOOD FOR OUR JOURNEY,2418 Huntington Glen Dr Birmingham AL 35226-1997,AL-JEFFERSON,20210305,GRANT,182150.57,182150.57,0
"JEFFERSON COUNTY, ALABAMA",FORESTDALE FIRE DISTRICT,1485 Forestdale Blvd Birmingham AL 35214-3015,AL-JEFFERSON,20210232,GRANT,212919.41,212919.41,0
"JEFFERSON COUNTY, ALABAMA",GLENWOOD MENTAL HEALTH SERVICES,150 Glenwood Ln Birmingham AL 35242-5700,AL-JEFFERSON,20210308,GRANT,68945.55,68945.55,0
"JEFFERSON COUNTY, ALABAMA","HARVEST COMMUNITY CHARITIES, INC.",1213 Stoneykirk Rd Pelham AL 35124-6216,AL-SHELBY,20210207,GRANT,500000,500000,0
"JEFFERSON COUNTY, ALABAMA",HEARD & ASSOCIATES,1817 6th St Meridian MS 39301-5251,MS-LAUDERDALE,,DIRECT,112499.25,112499.25,0
"JEFFERSON COUNTY, ALABAMA",HEART ONE - HEALTH AND SAFETY LLC,716 Richard Arrington Jr Blvd N Sherriff Office Birmingham AL 35203-0100,AL-JEFFERSON,20200429,CONTRACT,254400,254400,0
"JEFFERSON COUNTY, ALABAMA","HILL'S JANITORIAL SERVICE, INC.",716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,"201990373, 20190374",CONTRACT,120589.5,120589.5,0
"JEFFERSON COUNTY, ALABAMA",INDIAN FORD FIRE DISTRICT,4306 S Shades Crest Rd Bessemer AL 35022-4300,AL-JEFFERSON,"50,926.47",GRANT,50926.47,50926.47,0
"JEFFERSON COUNTY, ALABAMA",INDUSTRY STANDARD,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,20200506,CONTRACT,140214.7,140214.7,0
"JEFFERSON COUNTY, ALABAMA",INDUSTRY STANDARD,1628 29th Ct S Ste 100 Birmingham AL 35209-2417,AL-JEFFERSON,,DIRECT,0,0,0
"JEFFERSON COUNTY, ALABAMA","INSIGHT PUBLIC SECTOR, INC.",6820 S Harl Ave Tempe AZ 85283-4318,AZ-MARICOPA,,DIRECT,195057.7,195057.7,0
"JEFFERSON COUNTY, ALABAMA","JEFFERSON COUNTY 911 ECD, INC",PO BOX 9700 Birmingham AL 35220-0700,AL-JEFFERSON,20210117,GRANT,2654423.91,2654423.91,0
"JEFFERSON COUNTY, ALABAMA",JEFFERSON COUNTY BOARD OF EDUCATION,2100 18th St S Birmingham AL 35209-1296,AL-JEFFERSON,20210115,GRANT,4776099.25,4776099.25,0
"JEFFERSON COUNTY, ALABAMA",JEFFERSON COUNTY BOARD OF HEALTH,1400 6th Ave S Birmingham AL 35233-1502,AL-JEFFERSON,20210171,GRANT,7000000,7000000,0
"JEFFERSON COUNTY, ALABAMA",JEFFERSON COUNTY COMMITTEE FOR ECONOMIC OPPORTUNITY,300 8th Ave W Birmingham AL 35204-3039,AL-JEFFERSON,20210184,GRANT,555853.96,555853.96,0
"JEFFERSON COUNTY, ALABAMA",JEFFERSON COUNTY LIBRARY SYSTEM,2100 Park Pl Birmingham AL 35203-2744,AL-JEFFERSON,20200498,GRANT,82391,82391,0
"JEFFERSON COUNTY, ALABAMA",JEFFERSON COUNTY SHERIFF'S DEPARTMENT,2200 Reverend Abraham Woods Jr Blvd Birmingham AL 35203-2420,AL-JEFFERSON,,DIRECT,279375,279375,0
"JEFFERSON COUNTY, ALABAMA",JETT MEDICAL COMPANY LLC,716 Richard Arrington Jr Blvd N SUITE 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2005499,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",JETT MEDICAL COMPANY LLC,1209 Lake Dr SE Ste 111 Bessemer AL 35022-6488,AL-JEFFERSON,,DIRECT,287748.93,287748.93,0
"JEFFERSON COUNTY, ALABAMA",JOHNSON CONTROLS INC,5757 N Green Bay Ave Milwaukee WI 53209-4408,WI-MILWAUKEE,,DIRECT,199356,199356,0
"JEFFERSON COUNTY, ALABAMA",JONES VALLEY URBAN FARM,701 25th St N Birmingham AL 35203-2425,AL-JEFFERSON,20210118,GRANT,196130.39,196130.39,0
"JEFFERSON COUNTY, ALABAMA",KIKSTART INC,1250 Powder Plant Rd Bessemer AL 35022-5244,AL-JEFFERSON,20210205,GRANT,400000,400000,0
"JEFFERSON COUNTY, ALABAMA",MCCALLA AREA FIRE DISTRICT,915 Lakeside Dr Mc Calla AL 35111-3736,AL-JEFFERSON,20210271,GRANT,58612.94,58612.94,0
"JEFFERSON COUNTY, ALABAMA",MCDORY,5944 Pocahontas Rd Bessemer AL 35022-5354,AL-JEFFERSON,20210116,GRANT,164076.4,164076.4,0
"JEFFERSON COUNTY, ALABAMA",MEALS ON WHEELS OF CENTRAL ALABAMA,3600 8th Ave S Birmingham AL 35222-3250,AL-JEFFERSON,20210279,GRANT,121165.8,121165.8,0
"JEFFERSON COUNTY, ALABAMA",MEDLOGIX SURGICAL SOLUTIONS LLC,716 Richard Arrington Jr Blvd N SUITE 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2006675,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",MEDLOGIX SURGICAL SOLUTIONS LLC,1903 Mcmillan Ave Dallas TX 75206-7103,TX-DALLAS,,DIRECT,139700,139700,0
"JEFFERSON COUNTY, ALABAMA",MINOR HEIGHTS FIRE DISTRICT,1135 Broad St Birmingham AL 35224-2927,AL-JEFFERSON,20210275,GRANT,104306.47,104306.47,0
"JEFFERSON COUNTY, ALABAMA",MOTOROLA INC.,500 W Monroe St Chicago IL 60661-3671,IL-COOK,,DIRECT,274251.6,274251.6,0
"JEFFERSON COUNTY, ALABAMA",MT OLIVE FIRE DISTRICT,3235 Mount Olive Rd Mount Olive AL 35117-3711,AL-JEFFERSON,20210246,GRANT,104306.07,104306.07,0
"JEFFERSON COUNTY, ALABAMA",MULTIPLE RECIPIENTS,716 RICHARD ARRINGTON JR BLVD N STE A100 BIRMINGHAM AL 35203-0130,AL-JEFFERSON,,CONTRACT_AGGREGATE,90512.94,90512.94,0
"JEFFERSON COUNTY, ALABAMA",MULTIPLE RECIPIENTS,716 RICHARD ARRINGTON JR BLVD N STE A100 BIRMINGHAM AL 35203-0130,AL-JEFFERSON,,DIRECT_AGGREGATE,1100890.81,1100890.81,0
"JEFFERSON COUNTY, ALABAMA",MULTIPLE RECIPIENTS,716 RICHARD ARRINGTON JR BLVD N STE A100 BIRMINGHAM AL 35203-0130,AL-JEFFERSON,,GRANT_AGGREGATE,362967.29,362967.29,0
"JEFFERSON COUNTY, ALABAMA",MULTIPLE RECIPIENTS,716 RICHARD ARRINGTON JR BLVD N STE A100 BIRMINGHAM AL 35203-0130,AL-JEFFERSON,,INDIVIDUAL,37887345.08,37887345.08,0
"JEFFERSON COUNTY, ALABAMA",NORTH AMERICA FIRE EQUIPMENT COMPANY INC.,1515 Moulton St W Decatur AL 35601-2100,AL-MORGAN,,DIRECT,120000,120000,0
"JEFFERSON COUNTY, ALABAMA",OFCWORKSCAPES INC.,5033 Highway 280 Ste 109 Hoover AL 35242-5162,AL-SHELBY,,DIRECT,87710.85,87710.85,0
"JEFFERSON COUNTY, ALABAMA","OFFICE DEPOT, INC.",6600 N Military Trl Boca Raton FL 33496-2434,FL-PALM BEACH,,DIRECT,81509.76,81509.76,0
"JEFFERSON COUNTY, ALABAMA",ONAN CAPITAL,109 Woodfield Ct Nashville TN 37211-6894,TN-DAVIDSON,,DIRECT,79475,79475,0
"JEFFERSON COUNTY, ALABAMA",ONE BEAT CPR LEARNING CENTER LLC,716 Richard Arrington Jr Blvd N SUITE 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2005515,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",ONE BEAT CPR LEARNING CENTER LLC,4350 Oakes Rd # 500-503 Davie FL 33314-2222,FL-BROWARD,,DIRECT,252300,252300,0
"JEFFERSON COUNTY, ALABAMA",PALMERDALE FIRE DISTRICT,PO BOX 267 Palmerdale AL 35123-0267,AL-JEFFERSON,20210231,GRANT,258612.94,258612.94,0
"JEFFERSON COUNTY, ALABAMA",PRIORITY SOLDIER INC,200 North Way Birmingham AL 35242-7026,AL-SHELBY,20210196,GRANT,237545,237545,0
"JEFFERSON COUNTY, ALABAMA","REV BIRMINGHAM, INC.",5529 1st Ave S Birmingham AL 35212-2507,AL-JEFFERSON,20210306,GRANT,158698,158698,0
"JEFFERSON COUNTY, ALABAMA",ROCKY RIDGE FIRE DISTRICT,2911 Metropolitan Way Birmingham AL 35243-2943,AL-JEFFERSON,20200474,GRANT,271532.35,271532.35,0
"JEFFERSON COUNTY, ALABAMA",ROYAL DIVINITY MINISTRIES INDUSTRIES INC.,4121 7th Ave Ste B Birmingham AL 35224-2619,AL-JEFFERSON,20210263,GRANT,88024.84,88024.84,0
"JEFFERSON COUNTY, ALABAMA",SELECTRON TECHNOLOGIES INC.,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,20200471,CONTRACT,61424.57,61424.57,0
"JEFFERSON COUNTY, ALABAMA",SELECTRON TECHNOLOGIES INC.,12323 SW 66th Ave Portland OR 97223-8568,OR-WASHINGTON,,DIRECT,0,0,0
"JEFFERSON COUNTY, ALABAMA","SMITH PRINTING SERVICES, LLC",1456 Berry Rd Birmingham AL 35226-3249,AL-JEFFERSON,,DIRECT,95311.05,95311.05,0
"JEFFERSON COUNTY, ALABAMA",STIVERS FORD,4000 Eastern Blvd Montgomery AL 36116-2642,AL-MONTGOMERY,,DIRECT,393888,393888,0
"JEFFERSON COUNTY, ALABAMA",STRYKER SALES CORPORATION,PO BOX 93308 Chicago IL 60673-3308,IL-COOK,,DIRECT,2102569.12,2102569.12,0
"JEFFERSON COUNTY, ALABAMA",SUPREME MEDICAL FULFILLMENT SYSTEM INC,PO BOX 850247 Mobile AL 36685-0247,AL-MOBILE,,DIRECT,146826.22,146826.22,0
"JEFFERSON COUNTY, ALABAMA","SWAGIT PRODUCTIONS, LLC",716 Richard Arrington Jr Blvd N Public Information Birmingham AL 35203-0100,AL-JEFFERSON,20200472,CONTRACT,91988.5,91988.5,0
"JEFFERSON COUNTY, ALABAMA",TOWN OF BROOKSIDE,2711 Municipal Ln Brookside AL 35036-2100,AL-JEFFERSON,20200495,GRANT,82147,82147,0
"JEFFERSON COUNTY, ALABAMA",TOWN OF KIMBERLY,9256 Stouts Rd Kimberly AL 35091-2005,AL-JEFFERSON,20210243,GRANT,178603.83,178603.83,0
"JEFFERSON COUNTY, ALABAMA",TOWN OF MORRIS,8304 Stouts Rd Morris AL 35116-1424,AL-JEFFERSON,20200482,GRANT,117407,117407,0
"JEFFERSON COUNTY, ALABAMA",TOWN OF SYLVAN SPRINGS,100 Rock Creek Rd Sylvan Springs AL 35118-9676,AL-JEFFERSON,20210228,GRANT,89156,89156,0
"JEFFERSON COUNTY, ALABAMA","UAB HEALTH SYSTEM, INC.",619 19th St S Birmingham AL 35249-1900,AL-JEFFERSON,20200500,GRANT,2330259.72,2330259.72,0
"JEFFERSON COUNTY, ALABAMA","UAB HEALTH SYSTEM, INC.",619 19th St S Birmingham AL 35249-1900,AL-JEFFERSON,20200501,GRANT,4105611.97,4105611.97,0
"JEFFERSON COUNTY, ALABAMA",UNION UNDERWEAR COMPANY INC D/B/A FRUIT OF THE LOOM,716 Richard Arrington Jr Blvd N SUITE 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2006155,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",UNION UNDERWEAR COMPANY INC D/B/A FRUIT OF THE LOOM,1 Fruit Of The Loom Dr Bowling Green KY 42103-7932,KY-WARREN,,DIRECT,50000.00005,50000,0
"JEFFERSON COUNTY, ALABAMA",UNISYS CORPORATION,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,20200293,CONTRACT,112423.21,112423.21,0
"JEFFERSON COUNTY, ALABAMA",UNISYS CORPORATION,801 Lakeview Dr Blue Bell PA 19422-1961,PA-MONTGOMERY,,DIRECT,0,0,0
"JEFFERSON COUNTY, ALABAMA",UNITED WAY OF CENTRAL ALABAMA,PO BOX 320189 Birmingham AL 35232-0189,AL-JEFFERSON,20210293,GRANT,162851.1,162851.1,0
"JEFFERSON COUNTY, ALABAMA",VULCAN PARK FOUNDATION,1701 Valley View Dr Birmingham AL 35209-1214,AL-JEFFERSON,20210295,GRANT,163233,163233,0
"JEFFERSON COUNTY, ALABAMA",WITT O'BRIEN'S LLC,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,20200338,CONTRACT,973897.5,973897.5,0
"JEFFERSON COUNTY, ALABAMA","WOODLAWN FOUNDATION, INC.",3800 Colonnade Pkwy Ste 430 Birmingham AL 35243-3369,AL-JEFFERSON,20210331,GRANT,65417.8,65417.8,0
"JEFFERSON COUNTY, ALABAMA",YOUNG MEN'S CHRISTIAN ASSOCIATION,2101 4th Ave N Birmingham AL 35203-3303,AL-JEFFERSON,20210212,GRANT,206646,206646,0
POARCH BAND OF CREEK INDIANS,NOT YET AVAILABLE FOR PUBLIC DISPLAY,,,,,57034473.06,,57034473.06
